gene_acc	Homo_seqid	OG	symbol	Hydractinia_seqid
NP_116247.1	Homo_5174	OG0000516	MAEL	Hs_planula_t.76922
NP_004340.1	Homo_29115	OG0000532	RUNX1T1	Hs_planula_t.47851
NP_787127.1	Homo_51303	OG0000532	CBFA2T3	Hs_planula_t.47851
NP_001034798.1	Homo_61614	OG0000532	CBFA2T2	Hs_planula_t.47851
NP_852092.1	Homo_47319	OG0000546	GABPB1	Hs_planula_t.23630
NP_852092.1	Homo_47319	OG0000546	GABPB1	Hs_planula_t.23631
NP_852092.1	Homo_47319	OG0000546	GABPB1	Hs_planula_t.23633
NP_852092.1	Homo_47319	OG0000546	GABPB1	Hs_planula_t.87016
NP_852092.1	Homo_47319	OG0000546	GABPB1	Hs_planula_t.87018
NP_057353.1	Homo_17524	OG0000547	LEF1	Hs_planula_t.48407
NP_001353431.1	Homo_20026	OG0000547	TCF7	Hs_planula_t.48407
NP_542778.2	Homo_63736	OG0000550	ZNF280A	Hs_planula_t.11411
NP_542778.2	Homo_63736	OG0000550	ZNF280A	Hs_planula_t.20372
NP_542778.2	Homo_63736	OG0000550	ZNF280A	Hs_planula_t.20373
NP_542942.2	Homo_68504	OG0000550	ZNF280B	Hs_planula_t.11411
NP_542942.2	Homo_68504	OG0000550	ZNF280B	Hs_planula_t.20372
NP_542942.2	Homo_68504	OG0000550	ZNF280B	Hs_planula_t.20373
NP_997054.1	Homo_4084	OG0000550	POGZ	Hs_planula_t.11411
NP_997054.1	Homo_4084	OG0000550	POGZ	Hs_planula_t.20372
NP_997054.1	Homo_4084	OG0000550	POGZ	Hs_planula_t.20373
NP_060136.1	Homo_66967	OG0000550	ZNF280C	Hs_planula_t.11411
NP_060136.1	Homo_66967	OG0000550	ZNF280C	Hs_planula_t.20372
NP_060136.1	Homo_66967	OG0000550	ZNF280C	Hs_planula_t.20373
NP_579889.1	Homo_15921	OG0000591	NSD2	Hs_planula_t.24285
NP_579889.1	Homo_15921	OG0000591	NSD2	Hs_planula_t.89793
NP_579889.1	Homo_15921	OG0000591	NSD2	Hs_planula_t.89793
NP_579889.1	Homo_15921	OG0000591	NSD2	Hs_planula_t.89793
NP_005515.1	Homo_15611	OG0000608	HES1	Hs_planula_t.2557
NP_005515.1	Homo_15611	OG0000608	HES1	Hs_planula_t.37546
NP_001010926.1	Homo_224	OG0000608	HES5	Hs_planula_t.2557
NP_001010926.1	Homo_224	OG0000608	HES5	Hs_planula_t.37546
NP_061962.2	Homo_319	OG0000608	HES2	Hs_planula_t.2557
NP_061962.2	Homo_319	OG0000608	HES2	Hs_planula_t.37546
NP_001135939.1	Homo_15	OG0000608	HES4	Hs_planula_t.2557
NP_001135939.1	Homo_15	OG0000608	HES4	Hs_planula_t.37546
NP_001955.1	Homo_20169	OG0000610	EGR1	Hs_planula_t.32972
NP_001955.1	Homo_20169	OG0000610	EGR1	Hs_planula_t.37736
NP_001955.1	Homo_20169	OG0000610	EGR1	Hs_planula_t.37736
NP_001955.1	Homo_20169	OG0000610	EGR1	Hs_planula_t.40577
NP_001955.1	Homo_20169	OG0000610	EGR1	Hs_planula_t.52889
NP_001955.1	Homo_20169	OG0000610	EGR1	Hs_planula_t.75545
NP_001955.1	Homo_20169	OG0000610	EGR1	Hs_planula_t.86746
NP_001186809.1	Homo_28133	OG0000610	EGR3	Hs_planula_t.32972
NP_001186809.1	Homo_28133	OG0000610	EGR3	Hs_planula_t.37736
NP_001186809.1	Homo_28133	OG0000610	EGR3	Hs_planula_t.37736
NP_001186809.1	Homo_28133	OG0000610	EGR3	Hs_planula_t.40577
NP_001186809.1	Homo_28133	OG0000610	EGR3	Hs_planula_t.52889
NP_001186809.1	Homo_28133	OG0000610	EGR3	Hs_planula_t.75545
NP_001186809.1	Homo_28133	OG0000610	EGR3	Hs_planula_t.86746
NP_006187.2	Homo_8192	OG0000616	PCBP1	Hs_planula_t.24568
NP_006187.2	Homo_8192	OG0000616	PCBP1	Hs_planula_t.26785
NP_001123613.1	Homo_63362	OG0000616	PCBP3	Hs_planula_t.24568
NP_001123613.1	Homo_63362	OG0000616	PCBP3	Hs_planula_t.26785
NP_001155045.1	Homo_64430	OG0000626	MAFF	Hs_planula_t.28149
NP_001155045.1	Homo_64430	OG0000626	MAFF	Hs_planula_t.39831
NP_001155045.1	Homo_64430	OG0000626	MAFF	Hs_planula_t.49187
NP_963883.2	Homo_29759	OG0000626	MAFA	Hs_planula_t.28149
NP_963883.2	Homo_29759	OG0000626	MAFA	Hs_planula_t.39831
NP_963883.2	Homo_29759	OG0000626	MAFA	Hs_planula_t.49187
NP_116100.2	Homo_55326	OG0000626	MAFG	Hs_planula_t.28149
NP_116100.2	Homo_55326	OG0000626	MAFG	Hs_planula_t.39831
NP_116100.2	Homo_55326	OG0000626	MAFG	Hs_planula_t.49187
NP_006168.1	Homo_44942	OG0000626	NRL	Hs_planula_t.28149
NP_006168.1	Homo_44942	OG0000626	NRL	Hs_planula_t.39831
NP_006168.1	Homo_44942	OG0000626	NRL	Hs_planula_t.49187
NP_002351.1	Homo_24730	OG0000626	MAFK	Hs_planula_t.28149
NP_002351.1	Homo_24730	OG0000626	MAFK	Hs_planula_t.39831
NP_002351.1	Homo_24730	OG0000626	MAFK	Hs_planula_t.49187
NP_005452.2	Homo_61883	OG0000626	MAFB	Hs_planula_t.28149
NP_005452.2	Homo_61883	OG0000626	MAFB	Hs_planula_t.39831
NP_005452.2	Homo_61883	OG0000626	MAFB	Hs_planula_t.49187
NP_057216.3	Homo_47242	OG0000627	MYEF2	Hs_planula_t.12499
NP_057216.3	Homo_47242	OG0000627	MYEF2	Hs_planula_t.155
NP_057216.3	Homo_47242	OG0000627	MYEF2	Hs_planula_t.19492
NP_057216.3	Homo_47242	OG0000627	MYEF2	Hs_planula_t.31767
NP_057216.3	Homo_47242	OG0000627	MYEF2	Hs_planula_t.39343
NP_057216.3	Homo_47242	OG0000627	MYEF2	Hs_planula_t.47705
NP_001269790.1	Homo_4580	OG0000634	GON4L	Hs_planula_t.50245
NP_001135788.1	Homo_36903	OG0000647	LMO2	Hs_planula_t.41136
NP_001356420.1	Homo_2897	OG0000647	LMO4	Hs_planula_t.41136
NP_001275648.1	Homo_53441	OG0000656	STAT5A	Hs_planula_t.37131
NP_001275648.1	Homo_53441	OG0000656	STAT5A	Hs_planula_t.577
NP_001275648.1	Homo_53441	OG0000656	STAT5A	Hs_planula_t.75214
NP_036580.2	Homo_53434	OG0000656	STAT5B	Hs_planula_t.37131
NP_036580.2	Homo_53434	OG0000656	STAT5B	Hs_planula_t.577
NP_036580.2	Homo_53434	OG0000656	STAT5B	Hs_planula_t.75214
NP_001171550.1	Homo_41776	OG0000656	STAT6	Hs_planula_t.37131
NP_001171550.1	Homo_41776	OG0000656	STAT6	Hs_planula_t.577
NP_001171550.1	Homo_41776	OG0000656	STAT6	Hs_planula_t.75214
NP_006259.1	Homo_37982	OG0000661	DPF2	Hs_planula_t.26178
NP_006259.1	Homo_37982	OG0000661	DPF2	Hs_planula_t.583
NP_001188412.1	Homo_389	OG0000695	ENO1	Hs_planula_t.16746
NP_001188412.1	Homo_389	OG0000695	ENO1	Hs_planula_t.17241
NP_001188412.1	Homo_389	OG0000695	ENO1	Hs_planula_t.3981
NP_001188412.1	Homo_389	OG0000695	ENO1	Hs_planula_t.4186
NP_001188412.1	Homo_389	OG0000695	ENO1	Hs_planula_t.92181
NP_006080.1	Homo_65293	OG0000697	SCML2	Hs_planula_t.92217
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.20135
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.21312
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.21312
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.2431
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.3043
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.38993
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.81533
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.20135
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.21312
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.21312
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.2431
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.3043
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.38993
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.81533
NP_005586.1	Homo_2469	OG0000722	NFIA	Hs_planula_t.14549
NP_005586.1	Homo_2469	OG0000722	NFIA	Hs_planula_t.38221
NP_005588.2	Homo_56812	OG0000722	NFIC	Hs_planula_t.14549
NP_005588.2	Homo_56812	OG0000722	NFIC	Hs_planula_t.38221
NP_001352914.1	Homo_57653	OG0000722	NFIX	Hs_planula_t.14549
NP_001352914.1	Homo_57653	OG0000722	NFIX	Hs_planula_t.38221
NP_937825.2	Homo_7128	OG0000727	GRHL1	Hs_planula_t.15769
NP_937825.2	Homo_7128	OG0000727	GRHL1	Hs_planula_t.25791
NP_937825.2	Homo_7128	OG0000727	GRHL1	Hs_planula_t.369
NP_937825.2	Homo_7128	OG0000727	GRHL1	Hs_planula_t.37056
NP_937825.2	Homo_7128	OG0000727	GRHL1	Hs_planula_t.67220
NP_067003.2	Homo_1001	OG0000727	GRHL3	Hs_planula_t.15769
NP_067003.2	Homo_1001	OG0000727	GRHL3	Hs_planula_t.25791
NP_067003.2	Homo_1001	OG0000727	GRHL3	Hs_planula_t.369
NP_067003.2	Homo_1001	OG0000727	GRHL3	Hs_planula_t.37056
NP_067003.2	Homo_1001	OG0000727	GRHL3	Hs_planula_t.67220
NP_079191.2	Homo_29303	OG0000727	GRHL2	Hs_planula_t.15769
NP_079191.2	Homo_29303	OG0000727	GRHL2	Hs_planula_t.25791
NP_079191.2	Homo_29303	OG0000727	GRHL2	Hs_planula_t.369
NP_079191.2	Homo_29303	OG0000727	GRHL2	Hs_planula_t.37056
NP_079191.2	Homo_29303	OG0000727	GRHL2	Hs_planula_t.67220
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.24901
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.25588
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.27570
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.27702
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.29265
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.299
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.38067
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.76620
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.79327
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.80291
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.92605
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.92606
NP_001316545.1	Homo_68587	OG0000728	ZBED9	Hs_planula_t.92607
NP_001343.2	Homo_59688	OG0000752	DBP	Hs_planula_t.30022
NP_001343.2	Homo_59688	OG0000752	DBP	Hs_planula_t.89117
NP_001343.2	Homo_59688	OG0000752	DBP	Hs_planula_t.89451
NP_001317304.1	Homo_54184	OG0000752	HLF	Hs_planula_t.30022
NP_001317304.1	Homo_54184	OG0000752	HLF	Hs_planula_t.89117
NP_001317304.1	Homo_54184	OG0000752	HLF	Hs_planula_t.89451
NP_003207.1	Homo_64583	OG0000752	TEF	Hs_planula_t.30022
NP_003207.1	Homo_64583	OG0000752	TEF	Hs_planula_t.89117
NP_003207.1	Homo_64583	OG0000752	TEF	Hs_planula_t.89451
NP_055753.3	Homo_43122	OG0000761	MLXIP	Hs_planula_t.36719
NP_055753.3	Homo_43122	OG0000761	MLXIP	Hs_planula_t.40386
NP_055753.3	Homo_43122	OG0000761	MLXIP	Hs_planula_t.57161
NP_055753.3	Homo_43122	OG0000761	MLXIP	Hs_planula_t.68416
NP_116569.1	Homo_25766	OG0000761	MLXIPL	Hs_planula_t.36719
NP_116569.1	Homo_25766	OG0000761	MLXIPL	Hs_planula_t.40386
NP_116569.1	Homo_25766	OG0000761	MLXIPL	Hs_planula_t.57161
NP_116569.1	Homo_25766	OG0000761	MLXIPL	Hs_planula_t.68416
NP_056296.1	Homo_41526	OG0000817	ZNF385A	Hs_planula_t.27845
NP_001284527.1	Homo_19061	OG0000818	MIER3	Hs_planula_t.35754
NP_001284527.1	Homo_19061	OG0000818	MIER3	Hs_planula_t.38113
NP_001284527.1	Homo_19061	OG0000818	MIER3	Hs_planula_t.38113
NP_001284527.1	Homo_19061	OG0000818	MIER3	Hs_planula_t.69468
NP_060020.1	Homo_56538	OG0000818	MIER2	Hs_planula_t.35754
NP_060020.1	Homo_56538	OG0000818	MIER2	Hs_planula_t.38113
NP_060020.1	Homo_56538	OG0000818	MIER2	Hs_planula_t.38113
NP_060020.1	Homo_56538	OG0000818	MIER2	Hs_planula_t.69468
NP_001071172.1	Homo_2591	OG0000818	MIER1	Hs_planula_t.35754
NP_001071172.1	Homo_2591	OG0000818	MIER1	Hs_planula_t.38113
NP_001071172.1	Homo_2591	OG0000818	MIER1	Hs_planula_t.38113
NP_001071172.1	Homo_2591	OG0000818	MIER1	Hs_planula_t.69468
NP_001091680.1	Homo_12581	OG0000846	CTNNB1	Hs_planula_t.26803
NP_001351086.1	Homo_20809	OG0000849	EBF1	Hs_planula_t.70805
NP_001362309.1	Homo_35790	OG0000849	EBF3	Hs_planula_t.70805
NP_001103984.1	Homo_60979	OG0000849	EBF4	Hs_planula_t.70805
NP_073150.2	Homo_28203	OG0000849	EBF2	Hs_planula_t.70805
NP_058628.3	Homo_7832	OG0000854	SIX2	Hs_planula_t.10960
NP_058628.3	Homo_7832	OG0000854	SIX2	Hs_planula_t.16288
NP_058628.3	Homo_7832	OG0000854	SIX2	Hs_planula_t.2654
NP_031400.2	Homo_45488	OG0000854	SIX6	Hs_planula_t.10960
NP_031400.2	Homo_45488	OG0000854	SIX6	Hs_planula_t.16288
NP_031400.2	Homo_45488	OG0000854	SIX6	Hs_planula_t.2654
NP_005973.1	Homo_45489	OG0000854	SIX1	Hs_planula_t.10960
NP_005973.1	Homo_45489	OG0000854	SIX1	Hs_planula_t.16288
NP_005973.1	Homo_45489	OG0000854	SIX1	Hs_planula_t.2654
NP_005404.1	Homo_7831	OG0000854	SIX3	Hs_planula_t.10960
NP_005404.1	Homo_7831	OG0000854	SIX3	Hs_planula_t.16288
NP_005404.1	Homo_7831	OG0000854	SIX3	Hs_planula_t.2654
NP_006359.3	Homo_30600	OG0000856	CREB3	Hs_planula_t.48460
NP_006359.3	Homo_30600	OG0000856	CREB3	Hs_planula_t.55884
NP_001242910.1	Homo_4265	OG0000856	CREB3L4	Hs_planula_t.48460
NP_001242910.1	Homo_4265	OG0000856	CREB3L4	Hs_planula_t.55884
NP_001258924.1	Homo_56877	OG0000856	CREB3L3	Hs_planula_t.48460
NP_001258924.1	Homo_56877	OG0000856	CREB3L3	Hs_planula_t.55884
NP_443086.1	Homo_37067	OG0000856	CREB3L1	Hs_planula_t.48460
NP_443086.1	Homo_37067	OG0000856	CREB3L1	Hs_planula_t.55884
NP_009042.1	Homo_44561	OG0000859	TFDP1	Hs_planula_t.26367
NP_009042.1	Homo_44561	OG0000859	TFDP1	Hs_planula_t.48339
NP_001171611.1	Homo_14813	OG0000859	TFDP2	Hs_planula_t.26367
NP_001171611.1	Homo_14813	OG0000859	TFDP2	Hs_planula_t.48339
NP_001290362.1	Homo_2748	OG0000864	FUBP1	Hs_planula_t.292
NP_001290362.1	Homo_2748	OG0000864	FUBP1	Hs_planula_t.37951
NP_003925.1	Homo_32368	OG0000864	FUBP3	Hs_planula_t.292
NP_003925.1	Homo_32368	OG0000864	FUBP3	Hs_planula_t.37951
NP_001177367.1	Homo_52346	OG0000867	NCOR1	Hs_planula_t.88704
NP_006303.4	Homo_43268	OG0000867	NCOR2	Hs_planula_t.88704
NP_001182555.1	Homo_33214	OG0000891	MLLT10	Hs_planula_t.37103
NP_001182555.1	Homo_33214	OG0000891	MLLT10	Hs_planula_t.37142
NP_001182555.1	Homo_33214	OG0000891	MLLT10	Hs_planula_t.48102
NP_001182555.1	Homo_33214	OG0000891	MLLT10	Hs_planula_t.83161
NP_001284502.1	Homo_22729	OG0000892	TRERF1	Hs_planula_t.26806
NP_001284502.1	Homo_22729	OG0000892	TRERF1	Hs_planula_t.36186
NP_001284502.1	Homo_22729	OG0000892	TRERF1	Hs_planula_t.48088
NP_001284502.1	Homo_22729	OG0000892	TRERF1	Hs_planula_t.869
NP_001264004.1	Homo_59583	OG0000892	ZNF541	Hs_planula_t.26806
NP_001264004.1	Homo_59583	OG0000892	ZNF541	Hs_planula_t.36186
NP_001264004.1	Homo_59583	OG0000892	ZNF541	Hs_planula_t.48088
NP_001264004.1	Homo_59583	OG0000892	ZNF541	Hs_planula_t.869
NP_919254.2	Homo_45838	OG0000892	MIDEAS	Hs_planula_t.26806
NP_919254.2	Homo_45838	OG0000892	MIDEAS	Hs_planula_t.36186
NP_919254.2	Homo_45838	OG0000892	MIDEAS	Hs_planula_t.48088
NP_919254.2	Homo_45838	OG0000892	MIDEAS	Hs_planula_t.869
NP_001036783.1	Homo_45838	OG0000892	ELMSAN1	Hs_planula_t.26806
NP_001036783.1	Homo_45838	OG0000892	ELMSAN1	Hs_planula_t.36186
NP_001036783.1	Homo_45838	OG0000892	ELMSAN1	Hs_planula_t.48088
NP_001036783.1	Homo_45838	OG0000892	ELMSAN1	Hs_planula_t.869
NP_067034.2	Homo_36528	OG0000906	ZBED5	Hs_planula_t.10972
NP_067034.2	Homo_36528	OG0000906	ZBED5	Hs_planula_t.11584
NP_067034.2	Homo_36528	OG0000906	ZBED5	Hs_planula_t.12575
NP_067034.2	Homo_36528	OG0000906	ZBED5	Hs_planula_t.16310
NP_067034.2	Homo_36528	OG0000906	ZBED5	Hs_planula_t.1650
NP_067034.2	Homo_36528	OG0000906	ZBED5	Hs_planula_t.1650
NP_067034.2	Homo_36528	OG0000906	ZBED5	Hs_planula_t.2016
NP_067034.2	Homo_36528	OG0000906	ZBED5	Hs_planula_t.24211
NP_067034.2	Homo_36528	OG0000906	ZBED5	Hs_planula_t.3050
NP_066968.3	Homo_25996	OG0000911	DMTF1	Hs_planula_t.48801
NP_066968.3	Homo_25996	OG0000911	DMTF1	Hs_planula_t.56941
NP_066968.3	Homo_25996	OG0000911	DMTF1	Hs_planula_t.80546
NP_001239126.1	Homo_50321	OG0000928	IRX5	Hs_planula_t.47734
NP_150366.1	Homo_18623	OG0000928	IRX2	Hs_planula_t.47734
NP_001265564.1	Homo_18620	OG0000928	IRX4	Hs_planula_t.47734
NP_077311.2	Homo_50322	OG0000928	IRX6	Hs_planula_t.47734
NP_077312.2	Homo_50318	OG0000928	IRX3	Hs_planula_t.47734
NP_077313.3	Homo_18627	OG0000928	IRX1	Hs_planula_t.47734
NP_005853.2	Homo_14673	OG0000934	STAG1	Hs_planula_t.25161
NP_005853.2	Homo_14673	OG0000934	STAG1	Hs_planula_t.25178
NP_055131.2	Homo_49346	OG0000955	CARHSP1	Hs_planula_t.32022
NP_055131.2	Homo_49346	OG0000955	CARHSP1	Hs_planula_t.67593
NP_001287890.1	Homo_20144	OG0000961	BRD8	Hs_planula_t.14488
NP_001287890.1	Homo_20144	OG0000961	BRD8	Hs_planula_t.26691
NP_002646.2	Homo_28696	OG0000976	PLAG1	Hs_planula_t.4422
NP_001304086.1	Homo_24232	OG0000976	PLAGL1	Hs_planula_t.4422
NP_002648.1	Homo_61548	OG0000976	PLAGL2	Hs_planula_t.4422
NP_005185.2	Homo_62258	OG0000978	CEBPB	Hs_planula_t.27736
NP_005185.2	Homo_62258	OG0000978	CEBPB	Hs_planula_t.28538
NP_005185.2	Homo_62258	OG0000978	CEBPB	Hs_planula_t.28883
NP_005185.2	Homo_62258	OG0000978	CEBPB	Hs_planula_t.29451
NP_005185.2	Homo_62258	OG0000978	CEBPB	Hs_planula_t.39415
NP_005185.2	Homo_62258	OG0000978	CEBPB	Hs_planula_t.79018
NP_001796.2	Homo_44841	OG0000978	CEBPE	Hs_planula_t.27736
NP_001796.2	Homo_44841	OG0000978	CEBPE	Hs_planula_t.28538
NP_001796.2	Homo_44841	OG0000978	CEBPE	Hs_planula_t.28883
NP_001796.2	Homo_44841	OG0000978	CEBPE	Hs_planula_t.29451
NP_001796.2	Homo_44841	OG0000978	CEBPE	Hs_planula_t.39415
NP_001796.2	Homo_44841	OG0000978	CEBPE	Hs_planula_t.79018
NP_001239225.1	Homo_58330	OG0000978	CEBPG	Hs_planula_t.27736
NP_001239225.1	Homo_58330	OG0000978	CEBPG	Hs_planula_t.28538
NP_001239225.1	Homo_58330	OG0000978	CEBPG	Hs_planula_t.28883
NP_001239225.1	Homo_58330	OG0000978	CEBPG	Hs_planula_t.29451
NP_001239225.1	Homo_58330	OG0000978	CEBPG	Hs_planula_t.39415
NP_001239225.1	Homo_58330	OG0000978	CEBPG	Hs_planula_t.79018
NP_001155132.1	Homo_24099	OG0001002	MYB	Hs_planula_t.25953
NP_001155132.1	Homo_24099	OG0001002	MYB	Hs_planula_t.3614
NP_001155132.1	Homo_24099	OG0001002	MYB	Hs_planula_t.3972
NP_055542.1	Homo_58525	OG0001003	KMT2B	Hs_planula_t.14547
NP_055542.1	Homo_58525	OG0001003	KMT2B	Hs_planula_t.15704
NP_055542.1	Homo_58525	OG0001003	KMT2B	Hs_planula_t.24738
NP_055542.1	Homo_58525	OG0001003	KMT2B	Hs_planula_t.73185
NP_112553.1	Homo_31056	OG0001011	HNRNPK	Hs_planula_t.29326
NP_112553.1	Homo_31056	OG0001011	HNRNPK	Hs_planula_t.77020
NP_001295043.1	Homo_1797	OG0001023	NFYC	Hs_planula_t.11573
NP_001295043.1	Homo_1797	OG0001023	NFYC	Hs_planula_t.28254
NP_001295043.1	Homo_1797	OG0001023	NFYC	Hs_planula_t.38677
NP_001295043.1	Homo_1797	OG0001023	NFYC	Hs_planula_t.72174
NP_001353401.1	Homo_15169	OG0001033	MECOM	Hs_planula_t.5627
NP_955533.2	Homo_245	OG0001033	PRDM16	Hs_planula_t.5627
NP_001317945.1	Homo_62980	OG0001054	RCAN1	Hs_planula_t.66934
NP_001139192.1	Homo_1439	OG0001055	ZBTB8B	Hs_planula_t.12080
NP_001139192.1	Homo_1439	OG0001055	ZBTB8B	Hs_planula_t.4188
NP_001116242.1	Homo_5363	OG0001055	ZBTB37	Hs_planula_t.12080
NP_001116242.1	Homo_5363	OG0001055	ZBTB37	Hs_planula_t.4188
NP_660149.2	Homo_12640	OG0001055	ZBTB47	Hs_planula_t.12080
NP_660149.2	Homo_12640	OG0001055	ZBTB47	Hs_planula_t.4188
NP_001157785.1	Homo_23701	OG0001055	ZBTB24	Hs_planula_t.12080
NP_001157785.1	Homo_23701	OG0001055	ZBTB24	Hs_planula_t.4188
NP_001129495.1	Homo_41514	OG0001087	NFE2	Hs_planula_t.32314
NP_001129495.1	Homo_41514	OG0001087	NFE2	Hs_planula_t.71423
NP_006155.2	Homo_10126	OG0001087	NFE2L2	Hs_planula_t.32314
NP_006155.2	Homo_10126	OG0001087	NFE2L2	Hs_planula_t.71423
NP_004280.5	Homo_25098	OG0001087	NFE2L3	Hs_planula_t.32314
NP_004280.5	Homo_25098	OG0001087	NFE2L3	Hs_planula_t.71423
NP_001278850.1	Homo_32560	OG0001095	RXRA	Hs_planula_t.66688
NP_001257330.1	Homo_22336	OG0001095	RXRB	Hs_planula_t.66688
NP_001243500.1	Homo_5146	OG0001095	RXRG	Hs_planula_t.66688
NP_060130.3	Homo_58119	OG0001100	GATAD2A	Hs_planula_t.25766
NP_065750.1	Homo_4236	OG0001100	GATAD2B	Hs_planula_t.25766
NP_001353491.1	Homo_41477	OG0001141	ATF7	Hs_planula_t.24571
NP_001353491.1	Homo_41477	OG0001141	ATF7	Hs_planula_t.92106
NP_001243023.1	Homo_10090	OG0001141	ATF2	Hs_planula_t.24571
NP_001243023.1	Homo_10090	OG0001141	ATF2	Hs_planula_t.92106
NP_001011666.1	Homo_25153	OG0001141	CREB5	Hs_planula_t.24571
NP_001011666.1	Homo_25153	OG0001141	CREB5	Hs_planula_t.92106
NP_001982.2	Homo_53492	OG0001179	EZH1	Hs_planula_t.71649
NP_001190178.1	Homo_27383	OG0001179	EZH2	Hs_planula_t.71649
NP_001138881.1	Homo_66186	OG0001187	NONO	Hs_planula_t.35419
NP_001138881.1	Homo_66186	OG0001187	NONO	Hs_planula_t.35419
NP_001138881.1	Homo_66186	OG0001187	NONO	Hs_planula_t.68758
NP_001341838.1	Homo_43434	OG0001187	PSPC1	Hs_planula_t.35419
NP_001341838.1	Homo_43434	OG0001187	PSPC1	Hs_planula_t.35419
NP_001341838.1	Homo_43434	OG0001187	PSPC1	Hs_planula_t.68758
NP_005057.1	Homo_1543	OG0001187	SFPQ	Hs_planula_t.35419
NP_005057.1	Homo_1543	OG0001187	SFPQ	Hs_planula_t.35419
NP_005057.1	Homo_1543	OG0001187	SFPQ	Hs_planula_t.68758
NP_001309980.1	Homo_3442	OG0001215	PHTF1	Hs_planula_t.27020
NP_001309980.1	Homo_3442	OG0001215	PHTF1	Hs_planula_t.38756
NP_055971.2	Homo_46445	OG0001249	RCOR1	Hs_planula_t.48521
NP_055971.2	Homo_46445	OG0001249	RCOR1	Hs_planula_t.48663
NP_775858.2	Homo_37771	OG0001249	RCOR2	Hs_planula_t.48521
NP_775858.2	Homo_37771	OG0001249	RCOR2	Hs_planula_t.48663
NP_060724.1	Homo_6185	OG0001249	RCOR3	Hs_planula_t.48521
NP_060724.1	Homo_6185	OG0001249	RCOR3	Hs_planula_t.48663
NP_055167.2	Homo_39539	OG0001303	POU2F3	Hs_planula_t.50243
NP_001116229.1	Homo_13759	OG0001303	POU1F1	Hs_planula_t.50243
NP_002690.3	Homo_1682	OG0001303	POU3F1	Hs_planula_t.50243
NP_005595.2	Homo_23549	OG0001303	POU3F2	Hs_planula_t.50243
NP_006227.1	Homo_8950	OG0001303	POU3F3	Hs_planula_t.50243
NP_000298.3	Homo_66334	OG0001303	POU3F4	Hs_planula_t.50243
NP_006754.1	Homo_5871	OG0001330	BTG2	Hs_planula_t.26077
NP_006754.1	Homo_5871	OG0001330	BTG2	Hs_planula_t.74490
NP_004372.3	Homo_22259	OG0001342	ATF6B	Hs_planula_t.72668
NP_004372.3	Homo_22259	OG0001342	ATF6B	Hs_planula_t.72668
NP_874393.1	Homo_33543	OG0001342	CREM	Hs_planula_t.72668
NP_874393.1	Homo_33543	OG0001342	CREM	Hs_planula_t.72668
NP_031374.2	Homo_5095	OG0001342	ATF6	Hs_planula_t.72668
NP_031374.2	Homo_5095	OG0001342	ATF6	Hs_planula_t.72668
NP_003062.2	Homo_14883	OG0001385	HLTF	Hs_planula_t.1204
NP_003062.2	Homo_14883	OG0001385	HLTF	Hs_planula_t.22198
NP_003062.2	Homo_14883	OG0001385	HLTF	Hs_planula_t.25406
NP_003062.2	Homo_14883	OG0001385	HLTF	Hs_planula_t.25406
NP_003062.2	Homo_14883	OG0001385	HLTF	Hs_planula_t.25406
NP_003062.2	Homo_14883	OG0001385	HLTF	Hs_planula_t.35767
NP_003062.2	Homo_14883	OG0001385	HLTF	Hs_planula_t.35767
NP_003062.2	Homo_14883	OG0001385	HLTF	Hs_planula_t.49342
NP_003062.2	Homo_14883	OG0001385	HLTF	Hs_planula_t.77986
